4 500 0.034786
0.179930 0.542350 0.556247 0.989119 
0.764177 0.975823 0.915843 0.749481 
0.689279 0.757920 0.823108 0.176018 
0.276623 0.902186 0.623787 0.303252 
0.387423 0.552912 0.506559 0.634937 
0.555984 0.144740 0.568035 0.298758 
0.189239 0.383897 0.290586 0.546249 
0.383032 0.505511 0.364005 0.137341 
0.718229 0.124967 0.596377 0.773288 
0.198287 0.516146 0.650076 0.154890 
0.266050 0.509878 0.171106 0.168726 
0.921686 0.169039 0.179470 0.699124 
0.270807 0.701777 0.794846 0.034309 
0.458647 0.888248 0.986528 0.843844 
0.117316 0.780329 0.333919 0.062533 
0.471464 0.929376 0.123883 0.509392 
0.789671 0.615471 0.847265 0.815306 
0.063700 0.973364 0.998910 0.118080 
0.527402 0.927860 0.465766 0.935627 
0.971764 0.044245 0.754948 0.327277 
0.414102 0.076406 0.204926 0.724792 
0.638045 0.474168 0.037475 0.924251 
0.293612 0.732067 0.782473 0.269587 
0.792303 0.521707 0.473546 0.072977 
0.279605 0.092809 0.139235 0.358865 
0.559141 0.387928 0.047675 0.664938 
0.537973 0.734919 0.904270 0.289649 
0.720601 0.192916 0.206817 0.160257 
0.133433 0.152585 0.722841 0.089373 
0.395720 0.315792 0.977442 0.827034 
0.428828 0.189019 0.477293 0.898057 
0.419336 0.177318 0.971840 0.165601 
0.058273 0.441678 0.984522 0.077098 
0.805260 0.755335 0.963238 0.483720 
0.844134 0.253265 0.361928 0.226009 
0.218426 0.682980 0.447357 0.355636 
0.926823 0.486469 0.466974 0.237896 
0.738721 0.041187 0.308312 0.544674 
0.873671 0.971917 0.908176 0.449250 
0.667044 0.336976 0.236049 0.025851 
0.918128 0.712032 0.118747 0.684126 
0.190247 0.305681 0.800561 0.732765 
0.856040 0.358895 0.732079 0.890815 
0.814857 0.285328 0.239896 0.798822 
0.496739 0.849260 0.277341 0.983489 
0.828453 0.613467 0.739534 0.702407 
0.654070 0.150275 0.789572 0.717707 
0.860050 0.311435 0.079230 0.856629 
0.170350 0.114659 0.338984 0.273006 
0.248666 0.102703 0.869003 0.295532 
0.682040 0.033251 0.997213 0.574677 
0.269677 0.070651 0.526322 0.419187 
0.806186 0.627365 0.335672 0.429421 
0.584626 0.775142 0.423179 0.278263 
0.917338 0.797546 0.523576 0.287897 
0.540515 0.232007 0.543821 0.658545 
0.045637 0.880114 0.215486 0.874549 
0.664152 0.925314 0.716871 0.766298 
0.631207 0.235081 0.910531 0.563153 
0.349923 0.983818 0.836647 0.641164 
0.477498 0.054266 0.533328 0.753638 
0.772553 0.490170 0.681759 0.085791 
0.820710 0.400382 0.640401 0.655252 
0.120229 0.636627 0.084446 0.383923 
0.606334 0.410217 0.969655 0.855770 
0.127875 0.094684 0.428317 0.306274 
0.103323 0.658763 0.409041 0.650318 
0.649442 0.381104 0.643601 0.423903 
0.154203 0.875517 0.808937 0.000297 
0.958140 0.777512 0.773862 0.831621 
0.023836 0.344343 0.386930 0.060846 
0.494962 0.831163 0.501363 0.589278 
0.544729 0.244846 0.310655 0.515708 
0.687924 0.526834 0.756724 0.300771 
0.004454 0.364271 0.683111 0.758280 
0.843651 0.967083 0.603347 0.824280 
0.238064 0.549576 0.307723 0.701823 
0.931082 0.051595 0.057099 0.223648 
0.581574 0.583511 0.016288 0.228429 
0.677704 0.331636 0.340534 0.736031 
0.707775 0.164930 0.770073 0.253552 
0.746883 0.302007 0.515995 0.310094 
0.522961 0.090282 0.093467 0.530794 
0.141160 0.518890 0.394219 0.408823 
0.327482 0.402942 0.493643 0.834617 
0.508795 0.456886 0.865882 0.339772 
0.400619 0.740234 0.327387 0.859641 
0.550656 0.710032 0.707187 0.345685 
0.862773 0.116849 0.767581 0.221617 
0.145434 0.868604 0.224318 0.385836 
0.354478 0.425433 0.616110 0.511488 
0.982076 0.778508 0.831246 0.275051 
0.729695 0.240027 0.235828 0.585784 
0.222794 0.826338 0.993967 0.191418 
0.641773 0.228410 0.961503 0.112345 
0.054792 0.675138 0.744383 0.184116 
0.945912 0.653326 0.233949 0.171295 
0.499783 0.772677 0.606165 0.887432 
0.967063 0.342971 0.698863 0.065169 
0.091992 0.787106 0.858673 0.320497 
0.210523 0.013435 0.378692 0.002488 
0.080032 0.749616 0.579834 0.833781 
0.501946 0.129836 0.799529 0.242349 
0.209590 0.366882 0.109187 0.292400 
0.362315 0.535719 0.743398 0.256895 
0.735533 0.059938 0.444180 0.211022 
0.392080 0.689778 0.077235 0.554278 
0.939744 0.853104 0.424995 0.093753 
0.304615 0.482695 0.883501 0.845174 
0.712233 0.800658 0.484429 0.122504 
0.996551 0.477145 0.147609 0.305145 
0.618253 0.648289 0.696147 0.534356 
0.542597 0.276602 0.130403 0.150739 
0.079394 0.717956 0.576235 0.266514 
0.064823 0.745355 0.075330 0.082883 
0.995130 0.601203 0.250319 0.591031 
0.662860 0.594205 0.512341 0.312078 
0.896216 0.098738 0.435330 0.340446 
0.049784 0.883913 0.677359 0.167410 
0.128096 0.242864 0.645313 0.564578 
0.505995 0.562417 0.777731 0.932598 
0.980516 0.597776 0.818165 0.067534 
0.987347 0.271019 0.535416 0.709811 
0.600350 0.016144 0.689605 0.351281 
0.692910 0.423194 0.765564 0.625149 
0.615124 0.134379 0.413648 0.784818 
0.454300 0.413307 0.001019 0.187420 
0.368359 0.618339 0.316040 0.317411 
0.410653 0.217360 0.668742 0.111750 
0.061276 0.955744 0.098728 0.504293 
0.694561 0.578222 0.280564 0.882633 
0.283029 0.931396 0.781819 0.441416 
0.910439 0.018225 0.547161 0.156389 
0.009353 0.074929 0.441616 0.192095 
0.748828 0.420524 0.406200 0.926909 
0.834049 0.887094 0.211574 0.718809 
0.625370 0.900990 0.511364 0.754397 
0.472367 0.225165 0.862900 0.694964 
0.258051 0.161403 0.417041 0.790204 
0.364758 0.146104 0.690473 0.403239 
0.865324 0.392145 0.314107 0.667211 
0.876929 0.180694 0.611121 0.488049 
0.390410 0.798257 0.482219 0.333927 
0.243194 0.720108 0.405120 0.797130 
0.493069 0.108264 0.719317 0.541890 
0.589264 0.769378 0.679982 0.070709 
0.652814 0.791469 0.305464 0.750437 
0.781801 0.024293 0.351185 0.747422 
0.907949 0.810194 0.452215 0.722726 
0.436045 0.295728 0.672505 0.678243 
0.381286 0.338904 0.318060 0.245088 
0.002769 0.262885 0.383766 0.968272 
0.675388 0.561370 0.709549 0.829472 
0.946942 0.644278 0.685839 0.971410 
0.341385 0.261296 0.262221 0.424469 
0.824336 0.965050 0.183217 0.464943 
0.705758 0.814441 0.503890 0.579020 
0.167787 0.919085 0.728039 0.873493 
0.826615 0.011909 0.840332 0.120284 
0.453005 0.846857 0.748432 0.529900 
0.583510 0.088030 0.396419 0.609588 
0.162473 0.046511 0.902390 0.476273 
0.356732 0.580748 0.301165 0.490249 
0.227902 0.265314 0.201020 0.042076 
0.837680 0.694770 0.096081 0.492275 
0.012907 0.319353 0.094362 0.356516 
0.798140 0.191345 0.675636 0.991420 
0.019453 0.053002 0.497879 0.819088 
0.622663 0.239780 0.856276 0.865467 
0.812762 0.861258 0.134425 0.281760 
0.192144 0.556311 0.614770 0.369881 
0.025489 0.672565 0.948999 0.630506 
0.142789 0.133570 0.703664 0.788430 
0.215499 0.997641 0.421192 0.549066 
0.328619 0.654571 0.026652 0.163373 
0.519759 0.621350 0.468666 0.038826 
0.850886 0.999669 0.592176 0.611817 
0.627389 0.187861 0.604760 0.033158 
0.999635 0.489236 0.230427 0.769343 
0.697266 0.417563 0.627875 0.959111 
0.469856 0.469310 0.132878 0.512307 
0.951094 0.283468 0.913801 0.442472 
0.568854 0.884028 0.375283 0.107558 
0.974353 0.898936 0.347613 0.291554 
0.530652 0.599261 0.039684 0.653282 
0.744676 0.676072 0.349712 0.613556 
0.041099 0.607591 0.415109 0.951336 
0.028586 0.742943 0.740998 0.479900 
0.724332 0.326864 0.537380 0.793484 
0.344232 0.693233 0.959018 0.795272 
0.100406 0.195834 0.162300 0.284073 
0.158394 0.159805 0.562639 0.198660 
0.280671 0.154552 0.321446 0.435783 
0.147947 0.976885 0.803502 0.688437 
0.937465 0.126564 0.508666 0.893329 
0.246728 0.939039 0.975487 0.365638 
0.139587 0.753983 0.876703 0.777378 
0.232109 0.823500 0.762787 0.643399 
0.730147 0.182135 0.458373 0.501440 
0.778493 0.340668 0.060429 0.375012 
0.105350 0.633278 0.064678 0.593944 
0.187770 0.162602 0.989823 0.626761 
0.262024 0.877842 0.376139 0.921412 
0.035069 0.479793 0.768972 0.205854 
0.887058 0.184567 0.570024 0.030084 
0.517245 0.376648 0.529646 0.840657 
0.709527 0.214981 0.048694 0.760779 
0.361038 0.461062 0.167716 0.386287 
0.204652 0.298493 0.775496 0.370894 
0.358725 0.907719 0.244543 0.314443 
0.852018 0.346744 0.752910 0.234144 
0.506047 0.067134 0.942352 0.931121 
0.634305 0.369359 0.228768 0.923242 
0.451796 0.023637 0.560622 0.140226 
0.904496 0.859178 0.921837 0.897455 
0.855463 0.223071 0.353519 0.961666 
0.445466 0.833240 0.010838 0.328458 
0.963268 0.335727 0.160648 0.458306 
0.076919 0.405120 0.637423 0.457306 
0.479242 0.890447 0.687356 0.261502 
0.085540 0.328419 0.274398 0.393568 
0.324754 0.804068 0.034793 0.495241 
0.552767 0.203779 0.372296 0.277286 
0.046432 0.100057 0.653354 0.412130 
0.879895 0.639593 0.590786 0.173701 
0.462292 0.371465 0.844283 0.973695 
0.177728 0.395022 0.354601 0.894370 
0.656584 0.199156 0.737475 0.556473 
0.949126 0.501879 0.043517 0.687262 
0.670072 0.661173 0.369173 0.139551 
0.808606 0.555416 0.553716 0.474930 
0.448785 0.750035 0.254286 0.262585 
0.647954 0.933167 0.197558 0.615819 
0.260555 0.351337 0.695351 0.049548 
0.331772 0.590474 0.834953 0.603391 
0.650824 0.668817 0.052973 0.941578 
0.629462 0.912349 0.649384 0.517669 
0.010159 0.813586 0.871027 0.126667 
0.124442 0.226860 0.090600 0.520127 
0.840911 0.172017 0.390292 0.638614 
0.095972 0.611626 0.906263 0.087274 
0.831010 0.087556 0.104580 0.863412 
0.715815 0.624157 0.608878 0.978818 
0.510411 0.445978 0.366182 0.779715 
0.250052 0.762229 0.188151 0.850377 
0.074602 0.647875 0.227083 0.866253 
0.578639 0.415898 0.370780 0.200252 
0.797163 0.034217 0.259248 0.054144 
0.446935 0.949686 0.972035 0.134243 
0.275814 0.289486 0.087089 0.594285 
0.602097 0.293942 0.111715 0.468295 
0.608075 0.231496 0.007535 0.938187 
0.375045 0.291137 0.474955 0.094019 
0.235579 0.510512 0.704313 0.577964 
0.645252 0.566184 0.273754 0.323783 
0.889641 0.533862 0.886535 0.914735 
0.306477 0.698954 0.494338 0.994715 
0.616804 0.940605 0.385504 0.444661 
0.007654 0.112023 0.295282 0.647918 
0.486835 0.502032 0.724591 0.607121 
0.965431 0.916932 0.081876 0.618375 
0.112759 0.105987 0.014502 0.987551 
0.203491 0.708262 0.195837 0.181475 
0.548689 0.464750 0.979584 0.130325 
0.591853 0.473162 0.594741 0.149996 
0.932900 0.690395 0.828190 0.558596 
0.067733 0.014942 0.191756 0.231093 
0.775156 0.021690 0.812291 0.396134 
0.030126 0.406452 0.524399 0.218247 
0.388903 0.834927 0.927517 0.629639 
0.751909 0.325560 0.531453 0.103606 
0.790565 0.642749 0.054915 0.943158 
0.032361 0.207422 0.843930 0.636320 
0.467651 0.871608 0.157929 0.068117 
0.118296 0.873667 0.401154 0.696885 
0.432072 0.816553 0.825277 0.349848 
0.373815 0.794185 0.521230 0.097293 
0.051903 0.651307 0.499753 0.466728 
0.295860 0.110705 0.041007 0.884635 
0.026072 0.760498 0.249522 0.705261 
0.574329 0.167262 0.331799 0.074585 
0.096717 0.604032 0.848770 0.817562 
