4 300 0.048482
0.291433 0.316364 0.851328 0.177748 
0.668262 0.451492 0.642736 0.579971 
0.279739 0.722676 0.190690 0.376578 
0.296073 0.331321 0.500480 0.662662 
0.923648 0.690861 0.343107 0.110783 
0.224821 0.482215 0.685371 0.972036 
0.175663 0.777587 0.398194 0.234496 
0.499507 0.606456 0.001787 0.037990 
0.371859 0.836205 0.564911 0.471850 
0.979580 0.328423 0.854960 0.058671 
0.554381 0.827565 0.689913 0.186248 
0.114977 0.812256 0.205584 0.595853 
0.661467 0.791012 0.063904 0.404324 
0.773522 0.138722 0.970718 0.814280 
0.522501 0.666033 0.214968 0.381720 
0.803386 0.568149 0.882479 0.804037 
0.366135 0.471367 0.636742 0.511854 
0.830927 0.033795 0.657633 0.157810 
0.283502 0.456749 0.167570 0.441975 
0.060476 0.089982 0.542130 0.248650 
0.649121 0.175838 0.965543 0.443987 
0.964856 0.864930 0.862213 0.911332 
0.089705 0.468107 0.514936 0.461941 
0.144351 0.971429 0.773645 0.951358 
0.029265 0.164655 0.100836 0.232563 
0.623511 0.613805 0.738348 0.976342 
0.409550 0.837108 0.977718 0.279564 
0.930353 0.784976 0.894135 0.671606 
0.953258 0.235045 0.519383 0.750516 
0.607409 0.287002 0.525543 0.329280 
0.636185 0.636621 0.430377 0.754941 
0.055457 0.320529 0.520913 0.640222 
0.538549 0.930110 0.506400 0.210422 
0.207128 0.258364 0.422461 0.860660 
0.663816 0.557851 0.010163 0.528905 
0.835850 0.199369 0.220555 0.969712 
0.921603 0.543959 0.200466 0.239211 
0.128342 0.251032 0.720304 0.245365 
0.391183 0.059610 0.092586 0.073378 
0.694370 0.127941 0.155600 0.542771 
0.040040 0.609240 0.059709 0.080933 
0.487746 0.733336 0.750188 0.665087 
0.511731 0.015779 0.732115 0.352134 
0.570013 0.595084 0.868023 0.772845 
0.535574 0.238242 0.701164 0.148743 
0.376556 0.680411 0.403708 0.378647 
0.151047 0.334010 0.955350 0.340668 
0.606348 0.699239 0.496798 0.909950 
0.287797 0.536740 0.151957 0.214339 
0.506738 0.447398 0.126821 0.795207 
0.733468 0.960221 0.615616 0.347477 
0.726426 0.460675 0.272242 0.031002 
0.869839 0.267099 0.098965 0.468501 
0.682485 0.359062 0.943755 0.813267 
0.809098 0.992867 0.176853 0.933512 
0.993592 0.264440 0.768419 0.675129 
0.096664 0.717753 0.428472 0.747999 
0.770477 0.423328 0.076007 0.266261 
0.529762 0.477463 0.460202 0.514245 
0.003762 0.086604 0.238747 0.409728 
0.576968 0.649827 0.489691 0.288131 
0.387218 0.195150 0.962697 0.693827 
0.788900 0.254912 0.298966 0.126884 
0.076189 0.993358 0.456463 0.763799 
0.090964 0.577776 0.822374 0.024923 
0.494268 0.046209 0.433906 0.412638 
0.106881 0.684003 0.630899 0.877525 
0.881856 0.275793 0.586351 0.953863 
0.518333 0.493927 0.789164 0.389959 
0.274020 0.161649 0.465724 0.448913 
0.715342 0.379266 0.831898 0.597069 
0.836798 0.426440 0.530240 0.649538 
0.713076 0.998774 0.885066 0.876003 
0.264791 0.344752 0.921155 0.827319 
0.910015 0.670846 0.728353 0.926449 
0.434414 0.815981 0.014089 0.343487 
0.404558 0.623534 0.045269 0.885923 
0.584465 0.375520 0.315293 0.728396 
0.988245 0.091895 0.942431 0.720872 
0.942538 0.021116 0.616779 0.714775 
0.614631 0.293749 0.033547 0.667506 
0.212499 0.745999 0.549074 0.015273 
0.068472 0.725735 0.244324 0.856703 
0.221041 0.926829 0.048988 0.956839 
0.559274 0.206019 0.182103 0.361460 
0.306956 0.350913 0.456825 0.041962 
0.011384 0.301353 0.368328 0.981975 
0.531448 0.944606 0.704665 0.372217 
0.065983 0.668499 0.078476 0.312173 
0.411318 0.603002 0.675638 0.903272 
0.502680 0.211391 0.872629 0.304668 
0.303771 0.824214 0.734574 0.105895 
0.448340 0.360273 0.173440 0.588002 
0.183336 0.714529 0.022347 0.855262 
0.546500 0.502244 0.070253 0.282984 
0.253362 0.952618 0.930796 0.120323 
0.523921 0.046976 0.025557 0.486576 
0.825065 0.645781 0.388189 0.684283 
0.974718 0.486533 0.269723 0.019598 
0.743501 0.187120 0.008455 0.300599 
0.612774 0.011922 0.104624 0.005705 
0.998972 0.709217 0.032190 0.322564 
0.564113 0.309465 0.358370 0.161482 
0.623123 0.796422 0.911744 0.355167 
0.241516 0.214311 0.375605 0.257949 
0.396451 0.024053 0.217246 0.417599 
0.030820 0.732696 0.318112 0.069928 
0.428182 0.342118 0.278416 0.899195 
0.456126 0.190076 0.594544 0.523357 
0.446120 0.201641 0.997669 0.115646 
0.320482 0.988420 0.629802 0.293404 
0.106493 0.444258 0.717351 0.196744 
0.116716 0.847277 0.442538 0.582631 
0.822096 0.108016 0.345841 0.385406 
0.415091 0.221008 0.681414 0.628292 
0.099939 0.172511 0.576440 0.425658 
0.947052 0.082824 0.841568 0.459436 
0.981669 0.276714 0.377766 0.401383 
0.084116 0.543012 0.261172 0.180060 
0.262456 0.985462 0.968387 0.396837 
0.756551 0.949991 0.891602 0.481798 
0.550289 0.566322 0.586845 0.735590 
0.402092 0.517603 0.449598 0.863393 
0.702001 0.627318 0.417541 0.090003 
0.342873 0.555931 0.936569 0.522808 
0.956200 0.787535 0.650575 0.730257 
0.327057 0.147187 0.554741 0.984209 
0.125499 0.553232 0.863658 0.299383 
0.135654 0.027056 0.285454 0.609470 
0.153352 0.677665 0.322174 0.474165 
0.575068 0.120244 0.114327 0.809537 
0.443236 0.415073 0.566923 0.136639 
0.299017 0.431746 0.492285 0.337075 
0.757277 0.592964 0.051198 0.741473 
0.357119 0.140569 0.160472 0.611664 
0.566984 0.395340 0.928935 0.101024 
0.816647 0.738655 0.258789 0.393956 
0.944184 0.893436 0.294521 0.825303 
0.137925 0.317640 0.018002 0.503206 
0.791176 0.130166 0.579654 0.497359 
0.050309 0.780083 0.812789 0.757249 
0.049314 0.435620 0.264947 0.544320 
0.582799 0.710455 0.937368 0.576378 
0.171578 0.158729 0.081104 0.739042 
0.230296 0.505706 0.409327 0.821706 
0.617070 0.409118 0.794354 0.870127 
0.506212 0.039053 0.859754 0.799553 
0.761065 0.754131 0.227701 0.832182 
0.893221 0.915844 0.416337 0.415878 
0.234393 0.439859 0.648703 0.001431 
0.180042 0.587389 0.424774 0.978964 
0.006744 0.902168 0.362830 0.964134 
0.841926 0.365874 0.145295 0.701595 
0.627373 0.763780 0.712953 0.496492 
0.742592 0.549561 0.550921 0.392009 
0.148749 0.386908 0.993945 0.636141 
0.730516 0.695121 0.670741 0.778844 
0.330628 0.002539 0.603793 0.791244 
0.020869 0.897332 0.004100 0.553279 
0.905683 0.062789 0.400037 0.960314 
0.377893 0.270728 0.385027 0.479180 
0.793590 0.402711 0.984232 0.053507 
0.204117 0.623006 0.677746 0.173712 
0.417537 0.808193 0.828451 0.913411 
0.847073 0.283240 0.951518 0.990622 
0.482206 0.957332 0.608288 0.892954 
0.958856 0.689915 0.055703 0.644474 
0.380245 0.232488 0.753418 0.787080 
0.864780 0.641732 0.472946 0.931965 
0.800378 0.405638 0.708922 0.836758 
0.797866 0.136337 0.782231 0.623581 
0.657092 0.208820 0.742577 0.364209 
0.937699 0.840520 0.987132 0.273230 
0.431073 0.924695 0.106840 0.563897 
0.588412 0.185976 0.394476 0.555685 
0.933421 0.119631 0.085800 0.255219 
0.160853 0.018100 0.839524 0.357575 
0.018477 0.521078 0.918908 0.505433 
0.685600 0.801248 0.476142 0.439628 
0.916025 0.150769 0.486428 0.227086 
0.459194 0.286175 0.130554 0.061019 
0.439131 0.180840 0.478786 0.718520 
0.540896 0.050677 0.591549 0.938536 
0.765416 0.983263 0.748478 0.012263 
0.596355 0.531120 0.926363 0.463607 
