4 250 0.053435
0.039374 0.605593 0.653786 0.846669 
0.660327 0.946566 0.952461 0.193147 
0.114626 0.037071 0.884666 0.001462 
0.577053 0.027139 0.165295 0.548315 
0.955132 0.331854 0.345034 0.223636 
0.399739 0.661117 0.191203 0.808790 
0.846836 0.008071 0.733447 0.110313 
0.823618 0.317890 0.212663 0.891560 
0.769253 0.412811 0.446704 0.748042 
0.687674 0.569493 0.277861 0.065456 
0.773508 0.791050 0.518147 0.214792 
0.367112 0.436738 0.636633 0.015127 
0.177721 0.242103 0.060617 0.990251 
0.202855 0.775517 0.225951 0.617669 
0.640564 0.525984 0.857951 0.825638 
0.567245 0.297099 0.903903 0.280541 
0.741039 0.793638 0.842095 0.950903 
0.911743 0.533738 0.989592 0.084535 
0.746882 0.449615 0.461123 0.296731 
0.876290 0.820335 0.593254 0.575237 
0.692425 0.338899 0.971896 0.699531 
0.264827 0.258393 0.906830 0.249181 
0.652119 0.700166 0.426261 0.118815 
0.522540 0.886314 0.556153 0.678251 
0.973818 0.755756 0.935495 0.882534 
0.240362 0.545579 0.031134 0.141712 
0.411353 0.913402 0.168699 0.934525 
0.920805 0.733771 0.301941 0.421484 
0.046630 0.564146 0.078236 0.627961 
0.563405 0.853440 0.768554 0.293183 
0.453849 0.978869 0.006703 0.199501 
0.079821 0.982843 0.250226 0.683001 
0.064623 0.457349 0.552550 0.526566 
0.731213 0.464355 0.143342 0.722445 
0.135409 0.220494 0.697736 0.417559 
0.371950 0.165949 0.487242 0.358881 
0.749049 0.625741 0.958596 0.652309 
0.031053 0.433430 0.338540 0.095499 
0.848532 0.250057 0.490075 0.364259 
0.930905 0.911270 0.401956 0.693755 
0.093977 0.879237 0.134239 0.016180 
0.836909 0.512181 0.608519 0.488834 
0.108015 0.390575 0.148440 0.431826 
0.677257 0.138125 0.603216 0.100181 
0.605204 0.806783 0.819243 0.708494 
0.471053 0.081780 0.033974 0.726242 
0.236077 0.292840 0.895276 0.566176 
0.048505 0.743418 0.085855 0.804510 
0.375580 0.108575 0.572874 0.963026 
0.272658 0.590688 0.388171 0.124971 
0.554831 0.427126 0.314744 0.247275 
0.170590 0.173110 0.368568 0.227164 
0.314560 0.262775 0.767114 0.986696 
0.574316 0.993465 0.476775 0.011369 
0.058078 0.684626 0.525010 0.604335 
0.550138 0.782814 0.545594 0.979585 
0.434762 0.333997 0.012717 0.522325 
0.855920 0.187379 0.994600 0.175182 
0.777409 0.099903 0.852636 0.341854 
0.949635 0.117612 0.267509 0.739132 
0.231780 0.149027 0.686035 0.634814 
0.311557 0.340446 0.502695 0.944981 
0.792540 0.759261 0.773491 0.322176 
0.140918 0.541977 0.563195 0.231046 
0.754386 0.102082 0.163019 0.099169 
0.293619 0.890491 0.943357 0.025816 
0.247100 0.002708 0.700750 0.330414 
0.042608 0.495491 0.407312 0.735320 
0.709233 0.521926 0.156751 0.288516 
0.123821 0.209560 0.523420 0.855768 
0.161024 0.785701 0.713093 0.433239 
0.811004 0.802869 0.431145 0.914517 
0.780021 0.651906 0.409829 0.484745 
0.023791 0.270617 0.911652 0.020310 
0.590119 0.500668 0.731566 0.503391 
0.899486 0.394773 0.998497 0.578992 
0.082354 0.376655 0.823002 0.833157 
0.126042 0.146510 0.093231 0.390341 
0.869307 0.365575 0.675185 0.768418 
0.173482 0.077698 0.452023 0.601172 
0.901726 0.631439 0.382738 0.277448 
0.525438 0.639073 0.116911 0.333820 
0.416587 0.991268 0.974072 0.540304 
0.756077 0.916779 0.366712 0.393956 
0.914876 0.598991 0.361063 0.837032 
0.457177 0.674517 0.395564 0.674464 
0.956944 0.576997 0.043371 0.798991 
0.991701 0.265035 0.899115 0.406464 
0.542468 0.107047 0.291145 0.270510 
0.805272 0.799738 0.210597 0.243581 
0.580487 0.690992 0.597900 0.597489 
0.032689 0.860480 0.742775 0.004981 
0.532406 0.347571 0.658857 0.264729 
0.017249 0.091221 0.805805 0.562176 
0.556171 0.737276 0.296050 0.472664 
0.073017 0.023932 0.618583 0.152936 
0.447478 0.836580 0.778913 0.516687 
0.328376 0.218124 0.642667 0.128919 
0.546693 0.894111 0.533722 0.465294 
0.402384 0.349103 0.144549 0.046570 
0.632321 0.369006 0.482941 0.591257 
0.054827 0.197676 0.914917 0.982594 
0.449687 0.647481 0.648017 0.132467 
0.924479 0.924870 0.796951 0.453032 
0.683041 0.730586 0.607008 0.820697 
0.967942 0.959742 0.542676 0.857873 
0.406837 0.719402 0.695409 0.864644 
0.842548 0.955121 0.926968 0.795292 
0.727825 0.871267 0.880064 0.851813 
0.503123 0.872525 0.679710 0.069472 
0.285658 0.441301 0.286248 0.863251 
0.637755 0.714649 0.036936 0.766880 
0.386494 0.905798 0.335160 0.611099 
0.969897 0.230646 0.022828 0.758866 
0.814888 0.093406 0.101296 0.884866 
0.832113 0.411153 0.438229 0.478129 
0.495114 0.693369 0.253990 0.113205 
0.026368 0.155214 0.308786 0.715081 
0.875359 0.012856 0.421919 0.272622 
0.341665 0.553103 0.317155 0.346942 
0.907841 0.517096 0.258731 0.088075 
0.441848 0.559180 0.511348 0.953738 
0.789380 0.065768 0.105899 0.647548 
0.831405 0.657095 0.627192 0.931443 
0.086529 0.086833 0.950443 0.260527 
0.002843 0.387576 0.536802 0.236513 
0.069268 0.046605 0.706648 0.801894 
0.497701 0.194048 0.044240 0.324918 
0.539647 0.897695 0.321049 0.816256 
0.103501 0.356702 0.757577 0.180005 
