4 200 0.066915
0.930466 0.592250 0.497137 0.756840 
0.314788 0.274048 0.256868 0.239280 
0.292240 0.852756 0.679011 0.539139 
0.345024 0.324791 0.314237 0.575870 
0.438611 0.166621 0.706534 0.437850 
0.138792 0.698110 0.827606 0.859078 
0.743068 0.657358 0.379569 0.763132 
0.288550 0.952932 0.650802 0.366275 
0.066746 0.413489 0.869797 0.908945 
0.789143 0.507045 0.196928 0.234891 
0.988479 0.769404 0.211487 0.292589 
0.030357 0.004868 0.632715 0.274034 
0.713613 0.144111 0.600629 0.283749 
0.967442 0.855314 0.933375 0.037968 
0.729762 0.402535 0.613844 0.421379 
0.665867 0.621835 0.769189 0.064978 
0.563682 0.214287 0.226041 0.304969 
0.973814 0.599607 0.333422 0.125332 
0.856993 0.088256 0.772984 0.413720 
0.428790 0.339487 0.688729 0.243296 
0.483784 0.647025 0.155171 0.042635 
0.199872 0.258025 0.486649 0.082778 
0.399181 0.234450 0.038097 0.386217 
0.014015 0.100560 0.507774 0.686535 
0.364969 0.236922 0.465630 0.380129 
0.475518 0.113486 0.053190 0.668037 
0.298347 0.664938 0.817944 0.983029 
0.379708 0.428294 0.848924 0.726894 
0.050813 0.679485 0.057343 0.568460 
0.640142 0.582269 0.712049 0.736759 
0.716644 0.984350 0.338796 0.124550 
0.201389 0.749942 0.463737 0.953818 
0.251253 0.159005 0.592877 0.587087 
0.340158 0.007259 0.813931 0.279669 
0.882688 0.780205 0.748734 0.823942 
0.737874 0.989653 0.528562 0.660190 
0.402393 0.709095 0.987281 0.484684 
0.513359 0.941562 0.715400 0.748533 
0.194425 0.761851 0.451000 0.490439 
0.380899 0.546446 0.239319 0.893849 
0.755218 0.887444 0.014489 0.214671 
