4 150 0.068953
0.605079 0.714548 0.264002 0.096826 
0.234515 0.114313 0.251677 0.601753 
0.938915 0.019214 0.255471 0.206548 
0.212250 0.811444 0.882157 0.727912 
0.994043 0.604011 0.359161 0.359124 
0.694754 0.777842 0.608380 0.883920 
0.372682 0.457914 0.435619 0.868311 
0.268551 0.041522 0.933643 0.807932 
0.408168 0.198085 0.947232 0.033915 
0.379643 0.152683 0.425147 0.938092 
0.646938 0.006704 0.732942 0.349786 
0.018444 0.737354 0.480092 0.954310 
0.288208 0.553966 0.696546 0.314047 
0.598157 0.764807 0.843246 0.479954 
0.251306 0.324214 0.102924 0.485617 
0.205737 0.410010 0.596225 0.145072 
0.452426 0.173079 0.674560 0.690840 
0.757469 0.293202 0.564568 0.448988 
0.582332 0.565898 0.117001 0.526934 
0.727139 0.722012 0.016106 0.798699 
0.430073 0.632581 0.981049 0.968667 
0.944333 0.908619 0.899755 0.510187 
0.439883 0.701997 0.536326 0.902813 
0.793537 0.274668 0.267817 0.049821 
0.394562 0.900164 0.992356 0.490902 
0.717724 0.872733 0.414330 0.695964 
0.563220 0.548340 0.733699 0.627931 
0.641728 0.494409 0.432479 0.365386 
0.704318 0.283944 0.603606 0.816063 
0.777370 0.530553 0.363095 0.012711 
0.364790 0.650265 0.085096 0.564060 
0.356301 0.460407 0.058151 0.055957 
0.841612 0.473739 0.753199 0.018462 
0.816600 0.695626 0.710905 0.400243 
0.955467 0.183210 0.632128 0.856533 
0.922697 0.375310 0.500795 0.243185 
0.513703 0.327334 0.039583 0.894916 
0.089629 0.742407 0.099300 0.567344 
0.095411 0.346982 0.076334 0.043227 
0.895876 0.062261 0.475035 0.554388 
0.328870 0.525854 0.185597 0.712788 
0.306720 0.924819 0.617847 0.309453 
0.948903 0.298364 0.878264 0.228341 
0.552198 0.402986 0.203351 0.187752 
0.836477 0.894376 0.350136 0.942690 
0.173990 0.319030 0.864017 0.115575 
0.677617 0.132265 0.522358 0.073784 
0.470174 0.025506 0.020519 0.031982 
0.220388 0.133667 0.400934 0.132410 
0.864632 0.100795 0.668727 0.272483 
0.314727 0.343711 0.236739 0.922537 
0.733857 0.096261 0.407914 0.303989 
0.790591 0.814609 0.048614 0.109584 
0.460815 0.091769 0.547936 0.162390 
0.039487 0.592375 0.858058 0.681084 
0.477229 0.983027 0.086886 0.218466 
0.195740 0.271171 0.460856 0.642396 
0.888351 0.452367 0.823468 0.546370 
0.304910 0.732200 0.643586 0.124040 
0.391420 0.122441 0.147132 0.346055 
0.905730 0.265614 0.069060 0.377047 
0.631304 0.784106 0.007617 0.390172 
0.484996 0.941336 0.370333 0.367651 
0.001296 0.187756 0.125392 0.861660 
0.423125 0.570897 0.398190 0.194916 
0.294309 0.972190 0.493492 0.657308 
0.529024 0.755234 0.583463 0.385345 
0.662426 0.798774 0.979245 0.983180 
0.024537 0.069652 0.554170 0.617742 
