4 400 0.039938
0.895922 0.626862 0.862582 0.160174 
0.528658 0.075759 0.869023 0.030103 
0.764436 0.609151 0.399695 0.947288 
0.815838 0.573398 0.629765 0.066337 
0.226891 0.723735 0.903837 0.857068 
0.550177 0.503974 0.680576 0.714493 
0.621419 0.809397 0.735405 0.953343 
0.099693 0.032205 0.504461 0.283769 
0.953976 0.255609 0.233874 0.253059 
0.136207 0.806597 0.597129 0.022078 
0.542933 0.236087 0.570872 0.120482 
0.659479 0.224742 0.048636 0.569493 
0.613901 0.985176 0.018739 0.541955 
0.852920 0.475214 0.345117 0.187093 
0.962124 0.662708 0.370387 0.491485 
0.446987 0.515354 0.973466 0.387452 
0.692188 0.451851 0.759812 0.057803 
0.909224 0.064481 0.050183 0.150573 
0.496968 0.984955 0.258973 0.173691 
0.007961 0.950196 0.040656 0.819356 
0.546435 0.309526 0.465629 0.339836 
0.997459 0.321763 0.588260 0.594064 
0.264910 0.035897 0.520065 0.941353 
0.114259 0.738195 0.517301 0.871479 
0.354367 0.619049 0.876292 0.252133 
0.597772 0.610855 0.164141 0.167820 
0.922867 0.101970 0.483528 0.520162 
0.955144 0.524008 0.369675 0.914651 
0.500207 0.879793 0.948583 0.993019 
0.285560 0.813665 0.763663 0.852715 
0.680118 0.078296 0.374057 0.042531 
0.123025 0.289954 0.984092 0.526104 
0.841936 0.406874 0.884437 0.319942 
0.292746 0.210825 0.920792 0.117669 
0.046890 0.718455 0.016034 0.617461 
0.379446 0.192251 0.574794 0.269272 
0.442994 0.162374 0.495509 0.497955 
0.186296 0.374749 0.714224 0.534782 
0.077388 0.657727 0.011383 0.881147 
0.158208 0.955971 0.187067 0.329669 
0.205847 0.120170 0.376649 0.024474 
0.058571 0.259449 0.297985 0.107167 
0.804073 0.653218 0.084610 0.873099 
0.527409 0.818377 0.894944 0.051897 
0.014114 0.248695 0.860005 0.671770 
0.605779 0.170226 0.554110 0.454485 
0.728184 0.735604 0.622221 0.417333 
0.835548 0.994529 0.148439 0.783959 
0.639195 0.900171 0.531130 0.036468 
0.904255 0.218127 0.599509 0.796141 
0.662994 0.922566 0.694560 0.422202 
0.720057 0.207762 0.923572 0.750575 
0.320309 0.029378 0.214211 0.483827 
0.773757 0.239531 0.418562 0.457443 
0.419960 0.199885 0.317985 0.501600 
0.281409 0.357196 0.177765 0.792053 
0.843993 0.027020 0.902192 0.753980 
0.248826 0.843005 0.337300 0.409377 
0.821778 0.771832 0.459205 0.588809 
0.507217 0.226911 0.965060 0.181704 
0.024111 0.194092 0.560910 0.711439 
0.575630 0.763251 0.330028 0.219680 
0.479674 0.696799 0.724145 0.820143 
0.167745 0.385841 0.364863 0.911373 
0.619821 0.745525 0.547699 0.199015 
0.261898 0.642288 0.072114 0.684048 
0.610301 0.606591 0.896952 0.516817 
0.413316 0.669377 0.462838 0.539371 
0.913734 0.978257 0.776838 0.937186 
0.987985 0.347561 0.277408 0.651838 
0.761922 0.230759 0.855624 0.213037 
0.426407 0.575505 0.279032 0.053373 
0.900872 0.166956 0.068988 0.407370 
0.305392 0.635831 0.937742 0.488605 
0.673834 0.988077 0.454861 0.383088 
0.240827 0.065747 0.975247 0.436790 
0.435774 0.185321 0.414629 0.016998 
0.384489 0.976366 0.940695 0.691650 
0.667754 0.396356 0.536649 0.459777 
0.632605 0.283461 0.269212 0.061594 
0.992272 0.836236 0.080345 0.527664 
0.049225 0.380084 0.406850 0.507169 
0.564701 0.822653 0.457096 0.934874 
0.579665 0.350929 0.933120 0.039505 
0.878523 0.748697 0.638278 0.138510 
0.297240 0.496270 0.228937 0.967035 
0.327303 0.016030 0.489426 0.087595 
0.503555 0.187923 0.057336 0.720455 
0.498213 0.543498 0.690747 0.221632 
0.188113 0.996789 0.916057 0.295098 
0.371175 0.114148 0.737852 0.113371 
0.200805 0.178269 0.435597 0.395971 
0.874001 0.019054 0.284896 0.485605 
0.053701 0.938694 0.280639 0.117271 
0.822856 0.093740 0.173364 0.804194 
0.946160 0.952942 0.676174 0.362053 
0.609272 0.614685 0.450177 0.048570 
0.870044 0.971507 0.485876 0.482212 
0.392619 0.157073 0.431679 0.958407 
0.109883 0.639809 0.119546 0.442065 
0.252456 0.846582 0.773876 0.352902 
0.509216 0.841129 0.527063 0.595534 
0.208871 0.959703 0.950559 0.828707 
0.601629 0.725772 0.658835 0.649177 
0.976580 0.131520 0.968404 0.125500 
0.461447 0.964862 0.176605 0.478084 
0.595187 0.418924 0.111688 0.368698 
0.129621 0.460924 0.492978 0.679737 
0.191310 0.384037 0.448506 0.177983 
0.142787 0.039785 0.387073 0.807787 
0.339701 0.510425 0.517704 0.728783 
0.377047 0.275500 0.683952 0.566897 
0.012199 0.169154 0.325579 0.918928 
0.886466 0.742431 0.557007 0.922312 
0.766478 0.234526 0.359045 0.356104 
0.373786 0.933740 0.990516 0.216457 
0.215491 0.931291 0.840977 0.591373 
0.628512 0.001912 0.210874 0.224499 
0.565668 0.513873 0.698402 0.537369 
0.031750 0.297854 0.116436 0.987640 
0.548126 0.449896 0.366377 0.519279 
0.473626 0.784997 0.711882 0.162919 
0.891395 0.091840 0.390253 0.111333 
0.928066 0.054472 0.886498 0.313835 
0.514575 0.005100 0.060171 0.092219 
0.939852 0.679905 0.838157 0.654968 
0.644606 0.175937 0.912872 0.547741 
0.848887 0.140347 0.023126 0.944366 
0.145382 0.281426 0.108236 0.576823 
0.653478 0.800735 0.637232 0.289408 
0.966186 0.302298 0.778947 0.879058 
0.532282 0.098818 0.958419 0.431726 
0.018276 0.050572 0.307483 0.531651 
0.641748 0.825609 0.140117 0.128858 
0.155486 0.732546 0.618883 0.393674 
0.616202 0.962370 0.700798 0.184660 
0.221313 0.072512 0.403928 0.599570 
0.422783 0.367085 0.613495 0.971387 
0.974004 0.480483 0.262518 0.403800 
0.170634 0.048559 0.988749 0.165066 
0.410760 0.683689 0.528797 0.206633 
0.175067 0.328557 0.789864 0.045200 
0.800480 0.408913 0.195941 0.074852 
0.676720 0.013142 0.219667 0.687542 
0.859078 0.530323 0.744633 0.281671 
0.487295 0.552551 0.313458 0.885758 
0.380645 0.429782 0.477720 0.897776 
0.202929 0.443126 0.239782 0.135300 
0.359341 0.426114 0.716860 0.071910 
0.304282 0.220492 0.199069 0.014919 
0.516907 0.062006 0.159142 0.558197 
0.539598 0.831014 0.033808 0.399839 
0.324528 0.313229 0.667668 0.377535 
0.893873 0.261667 0.442119 0.246652 
0.330901 0.880979 0.102591 0.949742 
0.164412 0.316403 0.360959 0.662965 
0.518395 0.568440 0.506370 0.306993 
0.182156 0.599979 0.721776 0.194366 
0.808740 0.767483 0.977977 0.637042 
0.346277 0.655377 0.343326 0.331499 
0.332933 0.755748 0.623972 0.695638 
0.151115 0.085045 0.603551 0.041805 
0.742587 0.128157 0.498391 0.717988 
0.935859 0.680965 0.942749 0.851160 
0.127421 0.792347 0.557578 0.658889 
0.790249 0.582455 0.993609 0.382201 
0.336555 0.446252 0.491945 0.068468 
0.845981 0.550099 0.687694 0.601419 
0.799754 0.616872 0.133636 0.009910 
0.568340 0.184171 0.543701 0.883242 
0.234119 0.774198 0.433213 0.748105 
0.417360 0.707415 0.437575 0.107804 
0.090031 0.423212 0.064358 0.417545 
0.450586 0.708444 0.160623 0.929311 
0.253216 0.776090 0.946560 0.703249 
0.860568 0.850313 0.650600 0.571549 
0.430173 0.215035 0.296116 0.236338 
0.921321 0.945536 0.908102 0.413462 
0.994760 0.812223 0.671839 0.776536 
0.104768 0.042364 0.085360 0.078816 
0.198477 0.240360 0.541322 0.583974 
0.489229 0.411693 0.645056 0.364006 
0.194609 0.268132 0.665905 0.930586 
0.257103 0.204496 0.804702 0.438791 
0.481408 0.562521 0.807950 0.076472 
0.061691 0.895671 0.225101 0.962985 
0.313157 0.466490 0.708865 0.833267 
0.916041 0.691396 0.471696 0.005076 
0.491020 0.947837 0.718088 0.747493 
0.771532 0.892236 0.581708 0.263963 
0.428110 0.507448 0.182129 0.469959 
0.962657 0.520114 0.270362 0.004403 
0.210472 0.020569 0.806178 0.982804 
0.632120 0.715680 0.203819 0.389227 
0.072547 0.106698 0.834122 0.832176 
0.063118 0.974704 0.349233 0.446425 
0.390347 0.671576 0.686887 0.410160 
0.730590 0.529592 0.042578 0.273925 
0.944761 0.744390 0.954277 0.322697 
0.635701 0.312111 0.769421 0.778589 
0.056223 0.059460 0.583311 0.995556 
0.851224 0.317654 0.207185 0.475436 
0.864345 0.486062 0.136293 0.669421 
0.829567 0.579516 0.524304 0.322023 
0.231320 0.473345 0.304712 0.543148 
0.811914 0.104016 0.793438 0.472191 
0.594218 0.145499 0.073462 0.337228 
0.161096 0.601803 0.473695 0.153808 
0.301775 0.712377 0.642347 0.143190 
0.084385 0.592315 0.678342 0.562243 
0.590645 0.603628 0.997025 0.259286 
0.270132 0.888551 0.316798 0.131082 
0.805562 0.158187 0.703293 0.202411 
0.365955 0.866120 0.566787 0.011899 
0.736515 0.303804 0.480317 0.099925 
0.086321 0.536443 0.649638 0.894055 
0.166029 0.631316 0.985372 0.149116 
0.689908 0.650357 0.274932 0.781137 
0.727335 0.788840 0.963600 0.351601 
0.119608 0.768946 0.982260 0.463554 
0.283866 0.628202 0.608322 0.876850 
0.437828 0.935796 0.741916 0.960464 
0.244339 0.919393 0.120841 0.029707 
0.029625 0.620715 0.817202 0.811556 
0.786885 0.392147 0.563406 0.865338 
0.583389 0.153928 0.329475 0.553527 
0.258643 0.200606 0.971325 0.889070 
0.309758 0.273318 0.427867 0.801243 
0.940388 0.369913 0.797443 0.660374 
0.350825 0.162953 0.096168 0.625741 
0.719060 0.472496 0.094574 0.509770 
0.006648 0.333519 0.321217 0.308427 
0.623426 0.354266 0.097722 0.952296 
0.520525 0.243060 0.655996 0.604884 
0.948914 0.702802 0.153327 0.227956 
0.958860 0.922314 0.873129 0.627714 
0.291969 0.397789 0.445913 0.496141 
0.042295 0.586069 0.189589 0.990806 
0.834034 0.492348 0.168371 0.998413 
0.355642 0.859961 0.054644 0.699699 
0.050947 0.925554 0.252772 0.681204 
0.865988 0.555205 0.514497 0.522926 
0.707559 0.482617 0.421614 0.304911 
0.137762 0.799932 0.127763 0.768039 
0.484312 0.325920 0.752837 0.907879 
0.788843 0.174405 0.065383 0.716257 
0.919747 0.097050 0.594434 0.976248 
0.003677 0.502047 0.039221 0.608395 
0.741299 0.012028 0.960137 0.226047 
0.780375 0.205339 0.166332 0.171528 
0.554490 0.753005 0.880653 0.343833 
0.466274 0.913852 0.534120 0.204227 
0.626890 0.070082 0.380755 0.346763 
0.759069 0.436262 0.207643 0.243058 
0.471709 0.847571 0.409423 0.349599 
0.153220 0.991835 0.605156 0.792772 
0.586610 0.111927 0.811351 0.618180 
0.077610 0.572263 0.223366 0.256505 
0.999593 0.455446 0.469979 0.261319 
0.570561 0.432202 0.395661 0.157629 
0.106083 0.966158 0.393316 0.848333 
0.978099 0.089397 0.577822 0.195986 
0.147675 0.517695 0.866981 0.084507 
0.712953 0.686683 0.410848 0.434521 
0.236338 0.421600 0.850170 0.371898 
0.341201 0.916191 0.539990 0.461776 
0.042988 0.720157 0.822225 0.124183 
0.536260 0.981354 0.077700 0.978420 
0.660380 0.592555 0.652791 0.156056 
0.692554 0.758494 0.859455 0.789374 
0.316596 0.540170 0.912289 0.890285 
0.882457 0.829036 0.026284 0.725602 
